Año Cuenta Pública,Grupo Funcional,Sector,Ente Fiscalizado,Entidad Federativa,Tipo Auditoría,Número,Título,Universo (miles pesos),Muestra (miles pesos),Ente a quien se dirige la Acción,Tipo Acción,Clave Acción,Acción Superveniente,Texto Acción,Estado de Trámite,Auditorías,Acciones
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Campeche,Campeche,De Cumplimiento,194,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"34,951.00","34,951.00",Universidad Tecnológica de Campeche,Recomendación,2020-4-99227-19-0194-01-001,-,"Para que la Universidad Tecnológica de Campeche elabore un programa de trabajo con responsables y fechas perentorias para atender las debilidades e insuficiencias determinadas en la evaluación de los componentes del control interno, con objeto de fortalecer los procesos de operación, manejo y aplicación de los recursos, a fin de garantizar el cumplimiento de los objetivos de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas); asimismo, deberá informar de manera trimestral, al Órgano Interno de Control de la Universidad Tecnológica de Campeche, los avances en la instrumentación de los mecanismos para fortalecer el control interno.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Campeche,Campeche,De Cumplimiento,194,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"34,951.00","34,951.00",Universidad Tecnológica de Campeche,Recomendación,2020-4-99227-19-0194-01-002,-,"Para que la Universidad Tecnológica de Campeche realice las gestiones correspondientes ante el Servicio de Administración Tributaria y el Registro Nacional de Población, para que el Registro Federal de Contribuyentes y la Clave Única de Registro de Población de los trabajadores pagados en las nóminas autorizadas con los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) 2020, sean actualizadas y validadas, a fin de garantizar el cumplimiento de los objetivos del programa.Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Cancún,Quintana Roo,De Cumplimiento,195,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"56,964.90","52,724.70",Universidad Tecnológica de Cancún,Pliego de Observaciones,2020-4-99228-19-0195-06-002,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 8,282,340.84 pesos (ocho millones doscientos ochenta y dos mil trescientos cuarenta pesos 84/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago de 56 plazas en exceso, que rebasaron las establecidas en la plantilla autorizada, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículos 64 y 65, y del Tabulador y plantilla de personal autorizada para la Universidad Tecnológica de Cancún.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Cancún,Quintana Roo,De Cumplimiento,195,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"56,964.90","52,724.70",Universidad Tecnológica de Cancún,Pliego de Observaciones,2020-4-99228-19-0195-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 447,143.83 pesos (cuatrocientos cuarenta y siete mil ciento cuarenta y tres pesos 83/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por no reintegrar los recursos de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) y los rendimientos financieros no pagados al 31 de marzo de 2021, en los plazos establecidos en la normativa, en incumplimiento de la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, artículo 17, y del Convenio específico para la asignación de recursos financieros para la operación de las Universidades Tecnológicas del Estado de Quintana Roo para el ejercicio fiscal 2020, cláusula sexta, inciso j.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Ciudad Juárez,Chihuahua,De Cumplimiento,196,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"101,862.10","98,006.80",Universidad Tecnológica de Ciudad Juárez,Pliego de Observaciones,2020-4-99232-19-0196-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 6,134,796.50 pesos (seis millones ciento treinta y cuatro mil setecientos noventa y seis pesos 50/100 M.N.), más los intereses financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por pagar con recursos del programa a 18 trabajadores que ocuparon plazas adicionales a las autorizadas por la Secretaría de Educación Pública, correspondientes a los puestos de subdirector de área, coordinador, técnico en contabilidad, enfermera, técnico especializado en mantenimiento, chofer administrativo y asistente de servicios de mantenimiento; asimismo, por pagar a 17 trabajadores que ocuparon la plaza denominada técnico académico ""A"", la cual no se encontró en el Analítico de Presupuesto 2020, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículos 64 y 65, y del Analítico de Presupuesto 2020, emitido por la SEP.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Ciudad Juárez,Chihuahua,De Cumplimiento,196,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"101,862.10","98,006.80",Universidad Tecnológica de Ciudad Juárez,Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99232-19-0196-08-003,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control en la Universidad Tecnológica de Ciudad Juárez o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, reportaron de manera extemporánea a la Secretaría de Educación Pública y al Gobierno del Estado de Chihuahua los reportes trimestrales con la información del costo de la nómina del personal docente, no docente, administrativo y manual; del desglose del gasto corriente destinado a su operación, de los estados de situación financiera, analíticos y de origen y aplicación de los recursos públicos federales, sobre la matrícula de inicio y fin de cada ciclo escolar, y de los registros de activos, pasivos, ingresos, gastos y patrimonio; asimismo, no entregaron los informes trimestrales con la información respecto de los programas a los que se destinaron los recursos federales de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) del ejercicio fiscal 2020 y del cumplimiento de las metas correspondientes, en incumplimiento del Presupuesto de Egresos de la Federación, artículo 39, párrafos tercero y cuarto, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Chihuahua para el ejercicio fiscal 2020, que celebran el Gobierno Federal, por conducto de la Secretaría de Educación Pública, el Gobierno del Estado de Chihuahua y la Universidad Tecnológica de Ciudad Juárez, cláusula sexta, inciso e.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Ciudad Juárez,Chihuahua,De Cumplimiento,196,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"101,862.10","98,006.80",Universidad Tecnológica de Ciudad Juárez,Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99232-19-0196-08-001,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control en la Universidad Tecnológica de Ciudad Juárez o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, no reintegraron a la Tesorería de la Federación los rendimientos financieros no comprometidos de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) del ejercicio fiscal 2020, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 54; de la Ley de Disciplina Financiera de las Entidades Federativas y los Municipios, artículo 17, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Chihuahua para el ejercicio fiscal 2020, que celebran el Gobierno Federal, por conducto de la Secretaría de Educación Pública, el Gobierno del Estado de Chihuahua y la Universidad Tecnológica de Ciudad Juárez, cláusula sexta, inciso j.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Ciudad Juárez,Chihuahua,De Cumplimiento,196,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"101,862.10","98,006.80",Universidad Tecnológica de Ciudad Juárez,Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99232-19-0196-08-004,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control en la Universidad Tecnológica de Ciudad Juárez o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, entregaron de manera extemporánea a la Secretaría de Educación Pública, mediante estados financieros de los cuatro trimestres, la comprobación del ejercicio del gasto del programa, en incumplimiento del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Chihuahua para el ejercicio fiscal 2020, que celebran el Gobierno Federal, por conducto de la Secretaría de Educación Pública, el Gobierno del Estado de Chihuahua y la Universidad Tecnológica de Ciudad Juárez, cláusula sexta, inciso f.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Ciudad Juárez,Chihuahua,De Cumplimiento,196,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"101,862.10","98,006.80",Universidad Tecnológica de Ciudad Juárez,Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99232-19-0196-08-002,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control en la Universidad Tecnológica de Ciudad Juárez o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, entregaron de manera extemporánea a la Secretaría de Educación Pública (SEP) el informe mensual de aportaciones federales y estatales correspondiente, así como los estados de la cuenta bancaria establecida para la administración de los recursos del programa, y que no entregaron a la SEP la copia de los contratos bancarios correspondientes, en incumplimiento del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Chihuahua para el ejercicio fiscal 2020, que celebran el Gobierno Federal, por conducto de la Secretaría de Educación Pública, el Gobierno del Estado de Chihuahua y la Universidad Tecnológica de Ciudad Juárez, cláusula sexta, inciso b.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Coahuila,Coahuila de Zaragoza,De Cumplimiento,197,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"53,989.80","53,989.80",Universidad Tecnológica de Coahuila,Pliego de Observaciones,2020-4-99233-19-0197-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 926,901.11 pesos (novecientos veintiséis mil novecientos un pesos 11/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago de los conceptos de puntualidad y asistencia, estímulo a la antigüedad, estímulo al desempeño y estímulo de productividad y desempeño a personal directivo, no autorizados en el analítico de presupuesto 2020, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 65, fracción II, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Coahuila de Zaragoza, para el Ejercicio Fiscal 2020, cláusula sexta, inciso c.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Coahuila,Coahuila de Zaragoza,De Cumplimiento,197,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"53,989.80","53,989.80",Universidad Tecnológica de Coahuila,Pliego de Observaciones,2020-4-99233-19-0197-06-002,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 19,297,969.13 pesos (diecinueve millones doscientos noventa y siete mil novecientos sesenta y nueve pesos 13/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por pagar 18 plazas superiores a las autorizadas y 85 plazas no autorizadas, con los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas), ya que no se consideraron en el analítico de presupuesto 2020, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 65, fracción II, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Coahuila de Zaragoza, para el Ejercicio Fiscal 2020, cláusula sexta, inciso c.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Coahuila,Coahuila de Zaragoza,De Cumplimiento,197,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"53,989.80","53,989.80",Universidad Tecnológica de Coahuila,Pliego de Observaciones,2020-4-99233-19-0197-06-003,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 458,628.62 pesos (cuatrocientos cincuenta y ocho mil seiscientos veintiocho pesos 62/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago de los conceptos de sueldo y aguinaldo superiores a lo establecido en los tabuladores, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 65, fracción II; de la Ley Federal de los Trabajadores al Servicio del Estado, artículo 32, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Coahuila de Zaragoza, para el Ejercicio Fiscal 2020, cláusula sexta, inciso c.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Coahuila,Coahuila de Zaragoza,De Cumplimiento,197,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"53,989.80","53,989.80",Universidad Tecnológica de Coahuila,Pliego de Observaciones,2020-4-99233-19-0197-06-004,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 270,048.83 pesos (doscientos setenta mil cuarenta y ocho pesos 83/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por el pago a un trabajador cuya cédula profesional se encontró asignada a otra persona, en incumplimiento del Convenio Específico para la Asignación de Recursos Financieros para la Operación de las Universidades Tecnológicas del Estado de Coahuila de Zaragoza, para el Ejercicio Fiscal 2020, cláusula sexta, inciso c; del Reglamento Interior y Condiciones Generales de Trabajo de la Universidad Tecnológica de Coahuila, artículo 20, incisos f y g, y del Contrato Colectivo de Trabajo del Sindicato Estatal de Trabajadores de la Educación de la Universidad Tecnológica de Coahuila 2020-2022, cláusula 8, fracción VII.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Durango,Durango,De Cumplimiento,198,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"34,292.40","31,136.30",Universidad Tecnológica de Durango,Pliego de Observaciones,2020-4-99236-19-0198-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 1,230,689.61 pesos (un millón doscientos treinta mil seiscientos ochenta y nueve pesos 61/100 M.N.), más los intereses financieros generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por ejercer recursos federales del programa en 5 plazas de ""coordinador"" y 1 de ""enfermera"" que excedieron el número de plazas autorizadas por la Secretaría de Educación Pública; así como por pagar a 1 trabajador con cargo de ""órgano interno de control"" que no se identificó en la plantilla autorizada por la Secretaría de Educación Pública, y realizar pagos en exceso a 1 trabajador con puesto de ""encargado de centro de información"" en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 65, fracción XI, y de la Plantilla de Personal Administrativo y Secretarial, autorizada por la Secretaría de Educación Pública, mediante el oficio número 514.1.904-30/2020, de fecha 4 de diciembre de 2020.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Pliego de Observaciones,2020-4-99241-19-0199-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 479,094.18 pesos (cuatrocientos setenta y nueve mil noventa y cuatro pesos 18/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por carecer de comprobantes fiscales del ejercicio de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) para el ejercicio fiscal 2020, en incumplimiento del Código Fiscal de la Federación, artículos 29 y 29-A, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, inciso g.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Pliego de Observaciones,2020-4-99241-19-0199-06-002,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 58,513,349.12 pesos (cincuenta y ocho millones quinientos trece mil trescientos cuarenta y nueve pesos 12/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por no proporcionar los elementos que permitieran acreditar que los recursos federales se aplicaron conforme a la autorización de las categorías, puestos, número de plazas, tabuladores, estímulos y prestaciones convenidas, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículos 64 y 65, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, inciso c.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99241-19-0199-08-003,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora, o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, no acreditaron la entrega a la Secretaría de Educación Pública de los informes de aportaciones federales y estatales correspondientes al ejercicio fiscal 2020, de los estados bancarios de la cuenta establecida para la administración de los subsidios ni de la copia de los contratos correspondientes; asimismo, no realizaron los informes por auditor externo relativo a la matrícula de inicio y fin de cada ciclo escolar, ni enviaron el informe semestral específico sobre la ampliación de la matrícula de inicio y fin de cada ciclo escolar, en incumplimiento del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, incisos b y d.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99241-19-0199-08-002,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora, o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, no proporcionaron las pólizas contables de los egresos y no mantuvieron la información presupuestal y contable conciliada con la información financiera, en incumplimiento de la Ley General de Contabilidad Gubernamental, artículos 36, 42 y 70, fracciones I, II y III, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, inciso g.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99241-19-0199-08-005,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, carecieron de la documentación y autorización de las bajas de los trabajadores y no acreditaron el registro en el periodo de licencia sin goce de sueldo; asimismo, no acreditaron el cumplimiento de los requisitos establecidos en los perfiles de puesto vigentes de 103 trabajadores seleccionados, y no proporcionaron los títulos y las cédulas profesionales correspondientes, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículos 64 y 65; de la Ley de Educación para el estado de Sonora, artículo 27; del Manual de Organización de la Universidad Tecnológica de Hermosillo, Sonora, numeral 1.3.3.1, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, inciso c.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99241-19-0199-08-004,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora, o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, no acreditaron que los reportes trimestrales se entregaron a la Secretaría de Educación Pública y al Gobierno del Estado de Sonora, a más tardar a los 15 días naturales después de la conclusión del trimestre, con la información correspondiente a los programas; de igual forma, no acreditaron la entrega de la comprobación del ejercicio del gasto mediante los estados financieros trimestrales durante los primeros 10 días hábiles siguientes al cierre del trimestre y no proporcionaron a la Secretaría de Educación Pública la información relativa a la distribución del apoyo financiero, mediante estados financieros dictaminados por auditores externos, que incluyó el informe y la documentación complementaria, dentro de los seis meses del ejercicio fiscal siguiente al que correspondieron los recursos, en incumplimiento del Presupuesto de Egresos de la Federación, artículo 39, párrafos tercero y cuarto, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, incisos e, f y j.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Promoción de Responsabilidad Administrativa Sancionatoria,2020-9-99241-19-0199-08-001,-,"La Auditoría Superior de la Federación emite la Promoción de Responsabilidad Administrativa Sancionatoria para que el Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora, o su equivalente realice las investigaciones pertinentes y, en su caso, inicie el procedimiento administrativo correspondiente por las irregularidades de los servidores públicos que, en su gestión, carecieron de cuentas bancarias específicas para la administración y ejercicio de los recursos de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) del ejercicio fiscal 2020, aportados por la Secretaría de Educación Pública y el estado, en incumplimiento de la Ley General de Contabilidad Gubernamental, artículo 69, párrafos segundo, tercero y cuarto, y del Convenio Específico para la Asignación de Recursos Financieros para la Operación de Universidades Tecnológicas del Estado de Sonora para el ejercicio fiscal 2020 de fecha 21 de enero de 2020, cláusula sexta, inciso a.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,"Universidad Tecnológica de Hermosillo, Sonora",Sonora,De Cumplimiento,199,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"59,822.90","59,415.50","Universidad Tecnológica de Hermosillo, Sonora",Recomendación,2020-4-99241-19-0199-01-001,-,"Para que la Universidad Tecnológica de Hermosillo, Sonora, elabore un programa de trabajo con responsables y fechas perentorias para atender las debilidades e insuficiencias determinadas en la evaluación de los componentes del control interno, con objeto de fortalecer los procesos de operación, manejo y aplicación de los recursos, a fin de garantizar el cumplimiento de los objetivos de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) (U006); asimismo, deberá informar de manera trimestral, al Órgano Interno de Control de la Universidad Tecnológica de Hermosillo, Sonora, los avances en la instrumentación de los mecanismos para fortalecer el control interno.

Los términos de esta recomendación y los mecanismos para su atención, por parte de la entidad fiscalizada, quedan asentados en el Acta de la Reunión de Presentación de Resultados Finales y Observaciones Preliminares en los términos del artículo 42 de la Ley de Fiscalización y Rendición de Cuentas de la Federación.",No Notificado,1,1
2020,Gasto Federalizado,Instituciones Públicas de Educación Superior,Universidad Tecnológica de Jalisco,Jalisco,De Cumplimiento,200,Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas),"51,269.90","49,464.10",Universidad Tecnológica de Jalisco,Pliego de Observaciones,2020-4-99244-19-0200-06-001,-,"Se presume un probable daño o perjuicio, o ambos, a la Hacienda Pública Federal por un monto de 2,244,873.31 pesos (dos millones doscientos cuarenta y cuatro mil ochocientos setenta y tres pesos 31/100 M.N.), más los intereses generados desde su disposición hasta su reintegro a la Tesorería de la Federación, por realizar pagos con recursos federales de los Subsidios para Organismos Descentralizados Estatales (Universidades Tecnológicas y Politécnicas) del ejercicio fiscal 2020 a 35 trabajadores que ocuparon los puestos de ""Secretario Administrativo"", ""Personal de apoyo"" y ""Técnico laboratorista"", los cuales no se encontraron en el catálogo de puestos ni en el tabulador de sueldos autorizados, en incumplimiento de la Ley Federal de Presupuesto y Responsabilidad Hacendaria, artículo 65, fracción II; del Convenio Específico para la asignación de recursos financieros para la operación de las Universidades Tecnológicas del Estado de Jalisco para el Ejercicio 2020, suscrito el 21 de enero de 2020, cláusula sexta, inciso c, y de los oficios números 514.3.267/2019, 711-3-1/0640/2020 y 514.1904-55/2020, de fechas 24 de septiembre de 2019, 17 de septiembre y 4 de diciembre de 2020, respectivamente, emitidos por la Dirección General de Universidades Tecnológicas y Politécnicas de la Subsecretaría de Educación Superior de la Secretaría de Educación Pública.",No Notificado,1,1
